,airline_sentiment,text,label
8793,negative, JetBlue dropping passengers with small baby and 3 infants at your San Juan terminal As unloading baby officer writes me ticket for 75,2
8794,negative, JetBlue the TV Wifi was spotty It s just a nice feature for a X country flight Still won t keep us away lovejetblue,2
8795,negative, JetBlue so technically I could drive to JFK now and put in Request for tomorrow s flight ,2
8796,negative, JetBlue why did I pay for extra space to be forced to put my backpack under my seat Its my only bag Flight 135 Unprofessional ,2
8797,negative, JetBlue we were on b6 619 this morning from Boston to beautiful San Diego We really were bummed the satellite was broken ,2
8798,neutral, JetBlue knew that has to be done at the Gate correct If so what time does gate open,0
8799,positive, jetblue philly lost and read program Our customers get hot tea great crewmembers top notch info amp now BOOKS http t co 9rAGncw2Bk,1
8800,neutral, JetBlue Flight 152 N559JB Here s Looking at Blue Kid departs MCO enroute to BostonLogan http t co qeaDA92MW6,0
8801,neutral, JetBlue Punta Cana to enjoy weather n see my wifes family,0
8802,positive, JetBlue And we are glad to see what is going on and fix ProfessorpaUL15 please DM me your confirmation so we can check ,1
8803,negative, JetBlue just lost my business Enjoy your profits,2
8804,negative, JetBlue I would drive 2 1 2 hours to jfk to board JetBlue to Vegas instead of closer Hartford airport Cramming more seats on plane NO MORE,2
8805,neutral, JetBlue I will for sure But my TSA Pre works with other airlines Why is Jetblue different ,0
8806,positive, JetBlue will call Thank you ,1
8807,negative, JetBlue yes today Flight is full now They said no to me at gate ,2
8808,neutral, JetBlue Are departing flights from Boston heavily delayed Flying out tomorrow morning ,0
8809,positive, JetBlue Still love you guys But get me to Vegas already ,1
8810,positive, JetBlue Gary who is serving us at FLL airport counter is really TRUE BLUE Makes me feel at home even when a JetBlue flight is delayedl,1
8811,neutral, jetblue is there no way to switch to earlier flight to JFK even if I checked a bag ,0
8812,negative, JetBlue this is not a flight delay this is horrible planning on Jet Blue jetblue,2
8813,negative, JetBlue insane the craziness I ve seen with Jet Blue today at Newark Delayed 3 hours and now we are waiting for a Pilot jetblue,2
8814,neutral, JetBlue Hi Does my upcoming flight 2168 from West Palm to HPN have Fly Fi ,0
8815,positive, JetBlue tried again Lovely customer service Thank you ,1
8816,positive, JetBlue so happy you can accommodate peanut treenut allergies on flight 1st online cover from air provider,1
8817,positive, JetBlue ProfessorpaUL15 Always happy to help ,1
8818,positive, JetBlue we have just landed thank you anyway Btw flight staff on flight 654 were wonderful despite their full day and heavy load ,1
8819,negative, JetBlue we are delayed until he arrives,2
8820,negative, JetBlue EllaHenderson the highlight of being delayed freeconcert,2
8821,negative, JetBlue whose performing at T5,2
8822,neutral, JetBlue Is it only 50 for my 2nd bag 1st bag too full ,0
8823,negative, JetBlue flight 894 first officer not even at the airport wow Unreal staff waited until we all boarded to announce we are delayed ,2
8824,positive, JetBlue s CEO battles to appease passengers and Wall Street http t co uy28D1UEgX http t co vJFV7KSGcQ,1
8825,negative, JetBlue why does my TSA pre work with every airline BUT you I pay good money for that Spent 30 mins on phone to fix to zero success ,2
8826,neutral, JetBlue That s right Game set match ,0
8827,negative, JetBlue yes 3 times I need some one to call me and help me change a flight I can t do online Thanks ,2
8828,negative, JetBlue pls send an IT tech 2 baggage office Poor guy is trying 2 print my claim amp can t I need 2 get home Upgrade 2 HP printers MFPs,2
8829,positive, JetBlue vincenzolandino CBarrows You take to me places united simply can t like non stop to St Lucia ,1
8830,neutral, JetBlue Flight 1133 N353JB Blue La La departs mco enroute to San Juan International Airport http t co SWZm2fX3nu,0
8831,positive, JetBlue this makes me happy I hope these aren t empty promises ,1
8832,negative, JetBlue dropped 3x in past hour,2
8833,neutral,seriously I want to work on the JetBlue social team RT JetBlue vincenzolandino http t co eiGaJyzcW2,0
8834,neutral, JetBlue Call me when you do and we ll have to hook up ,0
8835,negative, JetBlue Ive called you 3 x amp waited on hold 10 min each time to be disconnected each time Enraging I need to speak to someone help,2
8836,neutral, JetBlue the USA help line i accidentally booked a flight on a thursday instead of a wednesday and want to switch,0
8837,neutral, JetBlue If you have well priced flights to Oahu we could be best friends vincenzolandino,0
8838,positive, JetBlue we don t need anybody else ,1
8839,negative, jetblue any idea where the plane for flight 672 is coming from I thought flight 305 from JFK but that wouldn t explain delay ,2
8840,neutral, JetBlue It s for me I spoke with a rep on the phone who suggested I Voice a concern via Email us on your site I did a few moments ago,0
8841,negative, JetBlue pls find my bag I need 2 get home Very frustrating Hope my bag is somewhere in NY NJairports Leaving the jfk w o my luggage ,2
8842,negative, JetBlue tried calling multiple times i just wait and when it finally connects i get hung up on,2
8843,neutral, JetBlue Airways Sees Significant Drop in Short Interest JBLU Mideast Time http t co SSBaUJtOuW,0
8844,neutral, JetBlue No not yet I will notify them I m new at this ,0
8845,positive, JetBlue thanks ,1
8846,neutral, JetBlue don t worry I m gonna share with my row ,0
8847,positive,First base already I like your style JetBlue,1
8848,negative, JetBlue Hold for 15 min a couple of rings then mailbox has not been set up yet Customer service forwarding to their cell phones C mon,2
8849,neutral, JetBlue Does your home airport not count in the badge system My TB account says 2 flights but I ve taken 3 this year ,0
8850,neutral, JetBlue is bag check cut off 30 minutes before the original departure time or the estimated time shown online ,0
8851,neutral, JetBlue I know where you guys jet LOL but if you love me so much help a brother out Hot weather great nightlife 2 3 hour flight,0
8852,neutral, JetBlue Airways Adds New Charter Flight to Cuba Travel Wires blog http t co Swb1gR57Cc,0
8853,neutral,Aww is it JetBlue I guess now I need to book a flight to somewhere warm ASAP Any suggestions ,0
8854,positive, JetBlue love traveling with Jetblue Cant wait to go to Paris oui oui NYC was awesomeee ,1
8855,negative, JetBlue But if customer service ment anything to you you would try Quoting policy is never effective customer service ,2
8856,neutral, JetBlue thank you Is there a possibility it will change ,0
8857,positive, JetBlue thanks ,1
8858,neutral, JetBlue are we good ,0
8859,positive, JetBlue thanks for the upgrade so far so good KeepItUp http t co BKmfeY7QOL,1
8860,positive, JetBlue CinziannaP thank you I like the quick response on Twitter ,1
8861,positive, JetBlue This could be the beginning of a BLUEtiful relationship lifeneedsfrosting,1
8862,negative, JetBlue Apparently not ,2
8863,negative, JetBlue why are we delayed flight 1601,2
8864,negative, JetBlue continue button generated a trip to plan your trip page regardless of how far along I was in Flight Booking Problems process hint the end of it,2
8865,neutral, JetBlue marks 15th birthday with Airbus A320 painted in Blumanity paint job http t co 9vTFM7kNad,0
8866,neutral, JetBlue I would fly to Washington DC to see the actual Constitution and the Declaration of Independence in honor of a US Navy friend ,0
8867,neutral, JetBlue what is the name of this tailfin http t co qxV45MV0Ug,0
8868,neutral, JetBlue s new CEO Robin Hayes battles to appease passengers and Wall Street Business In Savannah http t co KKAY8XaPs1,0
8869,neutral, JetBlue We re looking for our next FlyingItForward flier from DC Tell us where you d fly amp why http t co MCSI0dzpnz geekandahalf,0
8870,positive, JetBlue Haha you re doing everything right Don t change a thing Slash this Twitter engagement just makes you even cooler bestairline,1
8871,positive, JetBlue thank you Just sent msg ,1
8872,neutral, JetBlue I did get the email Thought i wasn t supposed to reply to those ,0
8873,neutral, JetBlue I applied for a job at PDW where could I go for follow up I d really love the job ilovejetblue,0
8874,neutral, JetBlue Connecticut ,0
8875,neutral, JetBlue I would fly somewhere hotter then here Puerto Rico here I come Lol,0
8876,positive, JetBlue great smooth flight too ,1
8877,neutral, JetBlue I would go for 3rd time to Jamaica to volunteer w at risk youth flyitforward dc stpatricksfoundation rotary,0
8878,neutral, JetBlue Airways Short Interest Down 3 5 in January JBLU sleekmoney http t co znsUjP86Bv,0
8879,positive, JetBlue I would love for you to fly my best friend home to PVD for a weekend http t co cH0NmjyMgh,1
8880,neutral, JetBlue do they have to depart from Washington D C ,0
8881,negative, JetBlue remember I m very doubtful and not very hopeful ,2
8882,positive, JetBlue Thank you for the service credit And to PamGrout for positive thoughts ,1
8883,negative, JetBlue I ll give u a chance but I don t think I ll fall for it backtodelta,2
8884,positive, JetBlue Great thanks,1
8885,negative, JetBlue KyleJudah be responsible for replacing it,2
8886,negative, JetBlue KyleJudah new stroller The travel credit doesn t help cover the cost of a new stroller Your crew ruined it and therefore should,2
8887,negative, JetBlue KyleJudah I just spoke to the baggage claim center and they gave me travel credit but will not be responsible for the cost of a,2
8888,negative, JetBlue heard about the charge for 1st bag and tighter seats no need to be a loyal JB customer anymore ,2
8889,neutral, JetBlue i m getting info from the website but needing to check it and the alerts would be much more beneficial ,0
8890,negative, JetBlue Is there something going on with your alerts Flight s been delayed several times for my parents and i m not receiving any alerts ,2
8891,positive, JetBlue I will I love flying with you all Great service ,1
8892,neutral, JetBlue s new CEO seeks the right balance to please passengers and Wall Times Colonist http t co NzDXRvszWv,0
8893,neutral, JetBlue Haha I figured that I was meaning there s no return flights out of Charlotte It s like N A for a week plus,0
8894,neutral, JetBlue rocking the Tim McGraw hold music,0
8895,positive, JetBlue Thank you that it is not just a livery it is a culture that 16 000 crewmembers embody daily thanksDave http t co iNNP0Kkyby,1
